timestamp,src_ip,session,ttylog,sha256,duplicate,duration_ms,tty_size
2026-08-11T12:13:15.093573Z,161.35.46.137,aeee50bd8420,var/lib/cowrie/tty/28ba533b0f3c4df63d6b4a5ead73860697bdf735bb353e4ca928474889eb8a15,28ba533b0f3c4df63d6b4a5ead73860697bdf735bb353e4ca928474889eb8a15,True,185,96
2026-08-11T16:02:51.255995Z,115.191.33.55,45623d8ad2c6,var/lib/cowrie/tty/e16a2521b8da76ac7e9bec27f1657f8b2fefbb783239ab9d11d9afb9ce6319cc,e16a2521b8da76ac7e9bec27f1657f8b2fefbb783239ab9d11d9afb9ce6319cc,False,815,135
2026-08-11T18:17:54.922144Z,183.61.119.194,77e5c95e56f1,var/lib/cowrie/tty/fab8033de77c9895a44038189f13a33cef4ea5cdecbae03b8014d79589a8ca02,fab8033de77c9895a44038189f13a33cef4ea5cdecbae03b8014d79589a8ca02,False,487,136
2026-08-12T08:21:43.485925Z,47.93.9.23,7021bbb1ab26,var/lib/cowrie/tty/28ba533b0f3c4df63d6b4a5ead73860697bdf735bb353e4ca928474889eb8a15,28ba533b0f3c4df63d6b4a5ead73860697bdf735bb353e4ca928474889eb8a15,True,194,96
2026-08-12T22:46:05.383494Z,162.243.4.4,c5216eca886f,var/lib/cowrie/tty/876deb10d4cf5b5c092011cec255ceaeaef66174cc3b5964b8eb53b60d9cab81,876deb10d4cf5b5c092011cec255ceaeaef66174cc3b5964b8eb53b60d9cab81,True,110,86
2026-08-12T22:51:08.666566Z,164.92.81.209,7c4ef5d1faff,var/lib/cowrie/tty/876deb10d4cf5b5c092011cec255ceaeaef66174cc3b5964b8eb53b60d9cab81,876deb10d4cf5b5c092011cec255ceaeaef66174cc3b5964b8eb53b60d9cab81,True,176,86
2026-08-13T21:47:53.423326Z,164.92.148.49,aad4d36d77d1,var/lib/cowrie/tty/876deb10d4cf5b5c092011cec255ceaeaef66174cc3b5964b8eb53b60d9cab81,876deb10d4cf5b5c092011cec255ceaeaef66174cc3b5964b8eb53b60d9cab81,True,87,86
2026-08-13T21:50:16.736074Z,164.92.148.49,efa537aedcb1,var/lib/cowrie/tty/876deb10d4cf5b5c092011cec255ceaeaef66174cc3b5964b8eb53b60d9cab81,876deb10d4cf5b5c092011cec255ceaeaef66174cc3b5964b8eb53b60d9cab81,True,29,86
2026-08-15T14:39:27.436413Z,193.32.162.84,25a3d1ccef2e,var/lib/cowrie/tty/9dc0f0fe6a402818d0335f679d265004acff9194dd2b7e846fa757fbc4b48ddc,9dc0f0fe6a402818d0335f679d265004acff9194dd2b7e846fa757fbc4b48ddc,True,18299,127
2026-08-15T14:41:40.358614Z,193.32.162.84,a76fb9d3cd41,var/lib/cowrie/tty/9dc0f0fe6a402818d0335f679d265004acff9194dd2b7e846fa757fbc4b48ddc,9dc0f0fe6a402818d0335f679d265004acff9194dd2b7e846fa757fbc4b48ddc,True,19893,127
2026-08-15T14:43:52.722793Z,193.32.162.84,6e6875e76a35,var/lib/cowrie/tty/9dc0f0fe6a402818d0335f679d265004acff9194dd2b7e846fa757fbc4b48ddc,9dc0f0fe6a402818d0335f679d265004acff9194dd2b7e846fa757fbc4b48ddc,True,19267,127
2026-08-15T21:29:59.617201Z,193.32.162.27,4cf529329a2f,var/lib/cowrie/tty/9dc0f0fe6a402818d0335f679d265004acff9194dd2b7e846fa757fbc4b48ddc,9dc0f0fe6a402818d0335f679d265004acff9194dd2b7e846fa757fbc4b48ddc,True,19580,127
2026-08-15T21:30:58.702310Z,193.32.162.27,afb0e086fd6b,var/lib/cowrie/tty/9dc0f0fe6a402818d0335f679d265004acff9194dd2b7e846fa757fbc4b48ddc,9dc0f0fe6a402818d0335f679d265004acff9194dd2b7e846fa757fbc4b48ddc,True,19405,127
2026-08-15T21:31:59.711977Z,193.32.162.27,84692425c86f,var/lib/cowrie/tty/9dc0f0fe6a402818d0335f679d265004acff9194dd2b7e846fa757fbc4b48ddc,9dc0f0fe6a402818d0335f679d265004acff9194dd2b7e846fa757fbc4b48ddc,True,20404,127
2026-08-15T21:32:59.873638Z,193.32.162.27,b07c702f9ee9,var/lib/cowrie/tty/9dc0f0fe6a402818d0335f679d265004acff9194dd2b7e846fa757fbc4b48ddc,9dc0f0fe6a402818d0335f679d265004acff9194dd2b7e846fa757fbc4b48ddc,True,19855,127
2026-08-15T21:33:57.888662Z,193.32.162.27,b779d4b28fe8,var/lib/cowrie/tty/9dc0f0fe6a402818d0335f679d265004acff9194dd2b7e846fa757fbc4b48ddc,9dc0f0fe6a402818d0335f679d265004acff9194dd2b7e846fa757fbc4b48ddc,True,19390,127
2026-08-15T21:34:51.922203Z,193.32.162.27,5631a2b63677,var/lib/cowrie/tty/9dc0f0fe6a402818d0335f679d265004acff9194dd2b7e846fa757fbc4b48ddc,9dc0f0fe6a402818d0335f679d265004acff9194dd2b7e846fa757fbc4b48ddc,True,19602,127
2026-08-15T21:54:26.905150Z,170.205.28.204,5fa15aa341fe,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,False,142,3
2026-08-15T21:54:28.000607Z,170.205.28.204,29d0be18ee23,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,142,3
2026-08-15T21:54:29.085135Z,170.205.28.204,de929832d271,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,140,3
2026-08-15T21:54:30.298441Z,170.205.28.204,5ce3a5c9d4a1,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,139,3
2026-08-15T21:54:31.399645Z,170.205.28.204,f886615ab390,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,142,3
2026-08-15T21:54:32.493805Z,170.205.28.204,148ab17fc902,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,142,3
2026-08-15T21:54:33.729822Z,170.205.28.204,638fd9cfabe8,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,151,3
2026-08-15T21:54:34.827408Z,170.205.28.204,24c700a89b8c,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,142,3
2026-08-15T21:54:35.970273Z,170.205.28.204,6ec80e4f6271,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,146,3
2026-08-15T21:54:37.059962Z,170.205.28.204,909633edd733,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,142,3
2026-08-15T21:54:38.144063Z,170.205.28.204,3783744624cd,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,140,3
2026-08-15T21:54:39.236101Z,170.205.28.204,cbcb60fd5d70,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,142,3
2026-08-15T21:54:40.327390Z,170.205.28.204,433786f71304,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,141,3
2026-08-15T21:54:41.434443Z,170.205.28.204,18b4c6a9d28c,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,143,3
2026-08-15T21:54:42.533478Z,170.205.28.204,e3d6da197ea8,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,142,3
2026-08-15T21:54:43.653392Z,170.205.28.204,24ae29254555,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,147,3
2026-08-15T21:54:44.758077Z,170.205.28.204,afa20600cf2f,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,142,3
2026-08-15T21:54:45.847371Z,170.205.28.204,ecaaaa9d0471,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,141,3
2026-08-15T21:54:46.995096Z,170.205.28.204,d2fe2e7c4aaa,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,152,3
2026-08-15T21:54:48.131840Z,170.205.28.204,ce6527ba2979,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,146,3
2026-08-15T21:54:49.395022Z,170.205.28.204,eb9f1b3f974a,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,146,3
